text,label,split,template_family,subset,notes
head toward the top edge with green marker on alpha lane 18,MOVE_UP,train,vectorbot_train_MOVE_UP_spatial_synonym_17,spatial_synonym,Executable VectorBot action paraphrase.
write a haiku about studio tile on alpha lane 97,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unrelated_96,abstain_unrelated,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
take one step south on alpha lane 7,MOVE_DOWN,train,vectorbot_train_MOVE_DOWN_demo_anchor_6,demo_anchor,Executable VectorBot action paraphrase.
move the bot right on bravo lane 7,MOVE_RIGHT,validation,vectorbot_validation_MOVE_RIGHT_demo_anchor_6,demo_anchor,Executable VectorBot action paraphrase.
qzx map cursor lampward blue packet on alpha lane 123,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_gibberish_122,abstain_gibberish,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
delete all files on this laptop on charlie lane 2,ABSTAIN,test,vectorbot_test_ABSTAIN_abstain_unsafe_1,abstain_unsafe,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
make the VectorBot better around west cell on alpha lane 83,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_ambiguous_82,abstain_ambiguous,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
could you take the lamp switch sample 35 downward on alpha lane 35,MOVE_DOWN,train,vectorbot_train_MOVE_DOWN_polite_34,polite,Executable VectorBot action paraphrase.
could you take the demo bot rightward on alpha lane 5,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_polite_4,polite,Executable VectorBot action paraphrase.
toggle the lamp on charlie lane 1,TOGGLE_LIGHT,test,vectorbot_test_TOGGLE_LIGHT_demo_anchor_0,demo_anchor,Executable VectorBot action paraphrase.
move the quiet bot sample 24 above its current cell on alpha lane 24,MOVE_UP,train,vectorbot_train_MOVE_UP_spatial_synonym_23,spatial_synonym,Executable VectorBot action paraphrase.
switch the lamp state for field rover on alpha lane 26,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_clean_25,clean,Executable VectorBot action paraphrase.
change the beacon setting for map cursor sample 6 on bravo lane 6,TOGGLE_LIGHT,validation,vectorbot_validation_TOGGLE_LIGHT_spatial_synonym_5,spatial_synonym,Executable VectorBot action paraphrase.
move up and then right on alpha lane 124,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_compound_123,abstain_compound,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
go north with the control dot on alpha lane 6,MOVE_UP,train,vectorbot_train_MOVE_UP_spatial_synonym_5,spatial_synonym,Executable VectorBot action paraphrase.
go south with the control sample on charlie lane 6,MOVE_DOWN,test,vectorbot_test_MOVE_DOWN_spatial_synonym_5,spatial_synonym,Executable VectorBot action paraphrase.
up floor marker sample 4 bravo lane 4,MOVE_UP,validation,vectorbot_validation_MOVE_UP_terse_3,terse,Executable VectorBot action paraphrase.
move the bot right on charlie lane 1,MOVE_RIGHT,test,vectorbot_test_MOVE_RIGHT_demo_anchor_0,demo_anchor,Executable VectorBot action paraphrase.
could you restore the starting state for demo bot sample 5 on alpha lane 5,RESET,train,vectorbot_train_RESET_polite_4,polite,Executable VectorBot action paraphrase.
could you take the orange cursor sample 17 upward on alpha lane 17,MOVE_UP,train,vectorbot_train_MOVE_UP_polite_16,polite,Executable VectorBot action paraphrase.
go north on bravo lane 7,MOVE_UP,validation,vectorbot_validation_MOVE_UP_demo_anchor_6,demo_anchor,Executable VectorBot action paraphrase.
paint the robot purple on alpha lane 36,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_out_of_scope_35,abstain_out_of_scope,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
up grid cursor sample 4 alpha lane 4,MOVE_UP,train,vectorbot_train_MOVE_UP_terse_3,terse,Executable VectorBot action paraphrase.
handle the tiny robot somehow on alpha lane 53,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_ambiguous_52,abstain_ambiguous,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
move the bot right on bravo lane 1,MOVE_RIGHT,validation,vectorbot_validation_MOVE_RIGHT_demo_anchor_0,demo_anchor,Executable VectorBot action paraphrase.
take one step south,MOVE_DOWN,train,vectorbot_train_MOVE_DOWN_demo_anchor_0,demo_anchor,Executable VectorBot action paraphrase.
run a shell command for router point on charlie lane 8,ABSTAIN,test,vectorbot_test_ABSTAIN_abstain_unsafe_7,abstain_unsafe,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
advance the field rover toward the bottom on bravo lane 9,MOVE_DOWN,validation,vectorbot_validation_MOVE_DOWN_paraphrase_8,paraphrase,Executable VectorBot action paraphrase.
restore the initial grid setup for east cell sample 3 on charlie lane 3,RESET,test,vectorbot_test_RESET_paraphrase_2,paraphrase,Executable VectorBot action paraphrase.
turn the light on or off for bright token on bravo lane 8,TOGGLE_LIGHT,validation,vectorbot_validation_TOGGLE_LIGHT_clean_7,clean,Executable VectorBot action paraphrase.
drive the sample sprite forward toward north on alpha lane 30,MOVE_UP,train,vectorbot_train_MOVE_UP_spatial_synonym_29,spatial_synonym,Executable VectorBot action paraphrase.
paint the robot purple on charlie lane 18,ABSTAIN,test,vectorbot_test_ABSTAIN_abstain_out_of_scope_17,abstain_out_of_scope,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
zibble the hidden vector through purple syntax on alpha lane 93,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_gibberish_92,abstain_gibberish,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
advance the app marker sample 27 toward the top on alpha lane 27,MOVE_UP,train,vectorbot_train_MOVE_UP_paraphrase_26,paraphrase,Executable VectorBot action paraphrase.
send the latent bot sample 8 upward on alpha lane 8,MOVE_UP,train,vectorbot_train_MOVE_UP_clean_7,clean,Executable VectorBot action paraphrase.
send the blue marker rightward on alpha lane 2,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_clean_1,clean,Executable VectorBot action paraphrase.
move the west cell up and then right on bravo lane 16,ABSTAIN,validation,vectorbot_validation_ABSTAIN_abstain_compound_15,abstain_compound,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
take one step south on bravo lane 7,MOVE_DOWN,validation,vectorbot_validation_MOVE_DOWN_demo_anchor_6,demo_anchor,Executable VectorBot action paraphrase.
send the demo marker upward on alpha lane 38,MOVE_UP,train,vectorbot_train_MOVE_UP_clean_37,clean,Executable VectorBot action paraphrase.
send the demo marker leftward on alpha lane 38,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_clean_37,clean,Executable VectorBot action paraphrase.
qzx east cell lampward blue packet on charlie lane 3,ABSTAIN,test,vectorbot_test_ABSTAIN_abstain_gibberish_2,abstain_gibberish,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
send the router point downward on charlie lane 8,MOVE_DOWN,test,vectorbot_test_MOVE_DOWN_clean_7,clean,Executable VectorBot action paraphrase.
down lamp switch charlie lane 4,MOVE_DOWN,test,vectorbot_test_MOVE_DOWN_terse_3,terse,Executable VectorBot action paraphrase.
could you switch the light for test robot on bravo lane 5,TOGGLE_LIGHT,validation,vectorbot_validation_TOGGLE_LIGHT_polite_4,polite,Executable VectorBot action paraphrase.
head toward the right wall with quiet bot sample 24 on alpha lane 24,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_spatial_synonym_23,spatial_synonym,Executable VectorBot action paraphrase.
could you take the board reset sample 5 leftward on charlie lane 5,MOVE_LEFT,test,vectorbot_test_MOVE_LEFT_polite_4,polite,Executable VectorBot action paraphrase.
right floor marker bravo lane 4,MOVE_RIGHT,validation,vectorbot_validation_MOVE_RIGHT_terse_3,terse,Executable VectorBot action paraphrase.
could you take the tiny square rightward on alpha lane 41,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_polite_40,polite,Executable VectorBot action paraphrase.
slide left on alpha lane 25,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_demo_anchor_24,demo_anchor,Executable VectorBot action paraphrase.
advance the small rover toward the right edge on alpha lane 15,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_paraphrase_14,paraphrase,Executable VectorBot action paraphrase.
translate a phrase about canvas tile on alpha lane 49,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unrelated_48,abstain_unrelated,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
what is the weather tomorrow? on alpha lane 61,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unrelated_60,abstain_unrelated,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
move the bot right on charlie lane 7,MOVE_RIGHT,test,vectorbot_test_MOVE_RIGHT_demo_anchor_6,demo_anchor,Executable VectorBot action paraphrase.
change the beacon setting for state marker sample 42 on alpha lane 42,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_spatial_synonym_41,spatial_synonym,Executable VectorBot action paraphrase.
disable security tools around probe target on alpha lane 44,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unsafe_43,abstain_unsafe,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
make the VectorBot better around state marker on charlie lane 11,ABSTAIN,test,vectorbot_test_ABSTAIN_abstain_ambiguous_10,abstain_ambiguous,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
left test robot alpha lane 22,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_terse_21,terse,Executable VectorBot action paraphrase.
zibble the route point through purple syntax on alpha lane 45,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_gibberish_44,abstain_gibberish,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
send the latent bot sample 8 downward on alpha lane 8,MOVE_DOWN,train,vectorbot_train_MOVE_DOWN_clean_7,clean,Executable VectorBot action paraphrase.
change the beacon setting for control sample on charlie lane 6,TOGGLE_LIGHT,test,vectorbot_test_TOGGLE_LIGHT_spatial_synonym_5,spatial_synonym,Executable VectorBot action paraphrase.
head toward the right wall with map cursor on bravo lane 6,MOVE_RIGHT,validation,vectorbot_validation_MOVE_RIGHT_spatial_synonym_5,spatial_synonym,Executable VectorBot action paraphrase.
slide left on bravo lane 7,MOVE_LEFT,validation,vectorbot_validation_MOVE_LEFT_demo_anchor_6,demo_anchor,Executable VectorBot action paraphrase.
advance the toy agent sample 9 toward the right edge on alpha lane 9,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_paraphrase_8,paraphrase,Executable VectorBot action paraphrase.
handle the board reset somehow on charlie lane 5,ABSTAIN,test,vectorbot_test_ABSTAIN_abstain_ambiguous_4,abstain_ambiguous,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
delete my files after moving control dot sample 56 on alpha lane 56,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unsafe_55,abstain_unsafe,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
zibble the square rover sample 57 through purple syntax on alpha lane 57,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_gibberish_56,abstain_gibberish,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
send the cell marker rightward on alpha lane 14,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_clean_13,clean,Executable VectorBot action paraphrase.
down test robot alpha lane 22,MOVE_DOWN,train,vectorbot_train_MOVE_DOWN_terse_21,terse,Executable VectorBot action paraphrase.
send the bright token downward on bravo lane 8,MOVE_DOWN,validation,vectorbot_validation_MOVE_DOWN_clean_7,clean,Executable VectorBot action paraphrase.
restore the initial grid setup for floor marker on alpha lane 21,RESET,train,vectorbot_train_RESET_paraphrase_20,paraphrase,Executable VectorBot action paraphrase.
send the field rover sample 26 leftward on alpha lane 26,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_clean_25,clean,Executable VectorBot action paraphrase.
advance the west cell toward the bottom on alpha lane 33,MOVE_DOWN,train,vectorbot_train_MOVE_DOWN_paraphrase_32,paraphrase,Executable VectorBot action paraphrase.
advance the west cell toward the left edge on alpha lane 33,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_paraphrase_32,paraphrase,Executable VectorBot action paraphrase.
toggle lamp test robot alpha lane 22,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_terse_21,terse,Executable VectorBot action paraphrase.
qzx bright token lampward blue packet on alpha lane 75,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_gibberish_74,abstain_gibberish,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
go north then south with demo marker on alpha lane 88,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_compound_87,abstain_compound,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
make the VectorBot better around lamp switch sample 35 on alpha lane 35,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_ambiguous_34,abstain_ambiguous,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
move the quiet bot below its current cell on alpha lane 24,MOVE_DOWN,train,vectorbot_train_MOVE_DOWN_spatial_synonym_23,spatial_synonym,Executable VectorBot action paraphrase.
send the panel bot downward on bravo lane 2,MOVE_DOWN,validation,vectorbot_validation_MOVE_DOWN_clean_1,clean,Executable VectorBot action paraphrase.
left floor marker sample 4 bravo lane 4,MOVE_LEFT,validation,vectorbot_validation_MOVE_LEFT_terse_3,terse,Executable VectorBot action paraphrase.
send the panel bot leftward on bravo lane 2,MOVE_LEFT,validation,vectorbot_validation_MOVE_LEFT_clean_1,clean,Executable VectorBot action paraphrase.
send the route sprite rightward on alpha lane 20,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_clean_19,clean,Executable VectorBot action paraphrase.
set the board back to default for sample sprite on alpha lane 30,RESET,train,vectorbot_train_RESET_reset_29,reset,Executable VectorBot action paraphrase.
advance the small rover toward the bottom on alpha lane 15,MOVE_DOWN,train,vectorbot_train_MOVE_DOWN_paraphrase_14,paraphrase,Executable VectorBot action paraphrase.
set the board back to default for state marker sample 42 on alpha lane 42,RESET,train,vectorbot_train_RESET_reset_41,reset,Executable VectorBot action paraphrase.
change the beacon setting for green marker sample 18 on alpha lane 18,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_spatial_synonym_17,spatial_synonym,Executable VectorBot action paraphrase.
paint the robot purple on charlie lane 6,ABSTAIN,test,vectorbot_test_ABSTAIN_abstain_out_of_scope_5,abstain_out_of_scope,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
advance the visual cell sample 9 toward the bottom on charlie lane 9,MOVE_DOWN,test,vectorbot_test_MOVE_DOWN_paraphrase_8,paraphrase,Executable VectorBot action paraphrase.
could you restore the starting state for silver icon on alpha lane 11,RESET,train,vectorbot_train_RESET_polite_10,polite,Executable VectorBot action paraphrase.
reset the board on bravo lane 7,RESET,validation,vectorbot_validation_RESET_demo_anchor_6,demo_anchor,Executable VectorBot action paraphrase.
zibble the west cell through purple syntax on alpha lane 33,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_gibberish_32,abstain_gibberish,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
toggle the lamp and reset the board for south cell on alpha lane 82,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_compound_81,abstain_compound,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
qzx lab robot sample 63 lampward blue packet on alpha lane 63,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_gibberish_62,abstain_gibberish,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
could you switch the light for lamp switch sample 35 on alpha lane 35,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_polite_34,polite,Executable VectorBot action paraphrase.
handle the demo bot somehow on alpha lane 5,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_ambiguous_4,abstain_ambiguous,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
move up and then right on alpha lane 64,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_compound_63,abstain_compound,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
restore the initial grid setup for tiny robot on alpha lane 3,RESET,train,vectorbot_train_RESET_paraphrase_2,paraphrase,Executable VectorBot action paraphrase.
go north on alpha lane 37,MOVE_UP,train,vectorbot_train_MOVE_UP_demo_anchor_36,demo_anchor,Executable VectorBot action paraphrase.
send the route sprite sample 20 leftward on alpha lane 20,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_clean_19,clean,Executable VectorBot action paraphrase.
switch the lamp state for cell marker on alpha lane 14,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_clean_13,clean,Executable VectorBot action paraphrase.
move up and then right on charlie lane 4,ABSTAIN,test,vectorbot_test_ABSTAIN_abstain_compound_3,abstain_compound,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
advance the visual cell toward the top on charlie lane 9,MOVE_UP,test,vectorbot_test_MOVE_UP_paraphrase_8,paraphrase,Executable VectorBot action paraphrase.
take one step south on charlie lane 1,MOVE_DOWN,test,vectorbot_test_MOVE_DOWN_demo_anchor_0,demo_anchor,Executable VectorBot action paraphrase.
swap the light state around field rover sample 9 on bravo lane 9,TOGGLE_LIGHT,validation,vectorbot_validation_TOGGLE_LIGHT_paraphrase_8,paraphrase,Executable VectorBot action paraphrase.
reset lamp switch charlie lane 4,RESET,test,vectorbot_test_RESET_terse_3,terse,Executable VectorBot action paraphrase.
could you switch the light for map cursor on alpha lane 23,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_polite_22,polite,Executable VectorBot action paraphrase.
move left and switch the light for visual cell on alpha lane 40,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_compound_39,abstain_compound,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
slide left on alpha lane 31,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_demo_anchor_30,demo_anchor,Executable VectorBot action paraphrase.
swap the light state around app marker on alpha lane 27,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_paraphrase_26,paraphrase,Executable VectorBot action paraphrase.
delete all files on this laptop on alpha lane 62,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unsafe_61,abstain_unsafe,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
advance the router point toward the top on alpha lane 39,MOVE_UP,train,vectorbot_train_MOVE_UP_paraphrase_38,paraphrase,Executable VectorBot action paraphrase.
set the board back to default for map cursor on bravo lane 6,RESET,validation,vectorbot_validation_RESET_reset_5,reset,Executable VectorBot action paraphrase.
move the bot right on alpha lane 19,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_demo_anchor_18,demo_anchor,Executable VectorBot action paraphrase.
swap the light state around route sprite on bravo lane 3,TOGGLE_LIGHT,validation,vectorbot_validation_TOGGLE_LIGHT_paraphrase_2,paraphrase,Executable VectorBot action paraphrase.
advance the app marker toward the left edge on alpha lane 27,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_paraphrase_26,paraphrase,Executable VectorBot action paraphrase.
disable security tools around quiet bot on alpha lane 74,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unsafe_73,abstain_unsafe,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
left pixel bot alpha lane 28,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_terse_27,terse,Executable VectorBot action paraphrase.
paint the robot purple on alpha lane 90,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_out_of_scope_89,abstain_out_of_scope,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
what is the weather tomorrow? on bravo lane 1,ABSTAIN,validation,vectorbot_validation_ABSTAIN_abstain_unrelated_0,abstain_unrelated,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
left grid cursor alpha lane 4,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_terse_3,terse,Executable VectorBot action paraphrase.
paint the robot purple on alpha lane 48,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_out_of_scope_47,abstain_out_of_scope,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
take one step south on alpha lane 37,MOVE_DOWN,train,vectorbot_train_MOVE_DOWN_demo_anchor_36,demo_anchor,Executable VectorBot action paraphrase.
head toward the left wall with quiet bot on alpha lane 24,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_spatial_synonym_23,spatial_synonym,Executable VectorBot action paraphrase.
advance the visual cell toward the right edge on charlie lane 9,MOVE_RIGHT,test,vectorbot_test_MOVE_RIGHT_paraphrase_8,paraphrase,Executable VectorBot action paraphrase.
restore the grid state for blue marker on alpha lane 2,RESET,train,vectorbot_train_RESET_clean_1,clean,Executable VectorBot action paraphrase.
send the demo marker downward on alpha lane 38,MOVE_DOWN,train,vectorbot_train_MOVE_DOWN_clean_37,clean,Executable VectorBot action paraphrase.
handle the app marker sample 77 somehow on alpha lane 77,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_ambiguous_76,abstain_ambiguous,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
swap the light state around east cell on charlie lane 3,TOGGLE_LIGHT,test,vectorbot_test_TOGGLE_LIGHT_paraphrase_2,paraphrase,Executable VectorBot action paraphrase.
handle the tile agent somehow on alpha lane 29,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_ambiguous_28,abstain_ambiguous,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
advance the tiny robot toward the left edge on alpha lane 3,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_paraphrase_2,paraphrase,Executable VectorBot action paraphrase.
right grid cursor sample 4 alpha lane 4,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_terse_3,terse,Executable VectorBot action paraphrase.
could you take the map cursor rightward on alpha lane 23,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_polite_22,polite,Executable VectorBot action paraphrase.
toggle the lamp on alpha lane 7,TOGGLE_LIGHT,train,vectorbot_train_TOGGLE_LIGHT_demo_anchor_6,demo_anchor,Executable VectorBot action paraphrase.
restore the initial grid setup for router point on alpha lane 39,RESET,train,vectorbot_train_RESET_paraphrase_38,paraphrase,Executable VectorBot action paraphrase.
paint the robot purple on bravo lane 6,ABSTAIN,validation,vectorbot_validation_ABSTAIN_abstain_out_of_scope_5,abstain_out_of_scope,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
recommend a lunch place for tiny robot on alpha lane 103,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_unrelated_102,abstain_unrelated,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
restore the grid state for south cell on alpha lane 32,RESET,train,vectorbot_train_RESET_clean_31,clean,Executable VectorBot action paraphrase.
paint the robot purple on alpha lane 78,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_out_of_scope_77,abstain_out_of_scope,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
reset the board on alpha lane 13,RESET,train,vectorbot_train_RESET_demo_anchor_12,demo_anchor,Executable VectorBot action paraphrase.
head toward the left wall with control dot on alpha lane 6,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_spatial_synonym_5,spatial_synonym,Executable VectorBot action paraphrase.
could you restore the starting state for lamp switch on alpha lane 35,RESET,train,vectorbot_train_RESET_polite_34,polite,Executable VectorBot action paraphrase.
send the panel bot rightward on bravo lane 2,MOVE_RIGHT,validation,vectorbot_validation_MOVE_RIGHT_clean_1,clean,Executable VectorBot action paraphrase.
paint the robot purple on alpha lane 102,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_out_of_scope_101,abstain_out_of_scope,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
right visual cell alpha lane 40,MOVE_RIGHT,train,vectorbot_train_MOVE_RIGHT_terse_39,terse,Executable VectorBot action paraphrase.
left board piece alpha lane 10,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_terse_9,terse,Executable VectorBot action paraphrase.
toggle the lamp and reset the board for router point sample 22 on bravo lane 22,ABSTAIN,validation,vectorbot_validation_ABSTAIN_abstain_compound_21,abstain_compound,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
send the quiet bot home to the center on alpha lane 24,RESET,train,vectorbot_train_RESET_reset_23,reset,Executable VectorBot action paraphrase.
qzx south cell sample 15 lampward blue packet on bravo lane 15,ABSTAIN,validation,vectorbot_validation_ABSTAIN_abstain_gibberish_14,abstain_gibberish,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
go north then south with latent bot on alpha lane 58,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_compound_57,abstain_compound,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
paint the robot purple on bravo lane 12,ABSTAIN,validation,vectorbot_validation_ABSTAIN_abstain_out_of_scope_11,abstain_out_of_scope,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
move up and then right on alpha lane 34,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_compound_33,abstain_compound,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
reset the board on alpha lane 25,RESET,train,vectorbot_train_RESET_demo_anchor_24,demo_anchor,Executable VectorBot action paraphrase.
toggle lamp lamp switch charlie lane 4,TOGGLE_LIGHT,test,vectorbot_test_TOGGLE_LIGHT_terse_3,terse,Executable VectorBot action paraphrase.
move the garden tile sample 46 up and then right on alpha lane 46,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_compound_45,abstain_compound,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
move the grid token sample 16 up and then right on alpha lane 16,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_compound_15,abstain_compound,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
reset the board on alpha lane 37,RESET,train,vectorbot_train_RESET_demo_anchor_36,demo_anchor,Executable VectorBot action paraphrase.
send the west cell downward on charlie lane 2,MOVE_DOWN,test,vectorbot_test_MOVE_DOWN_clean_1,clean,Executable VectorBot action paraphrase.
advance the visual cell toward the left edge on charlie lane 9,MOVE_LEFT,test,vectorbot_test_MOVE_LEFT_paraphrase_8,paraphrase,Executable VectorBot action paraphrase.
could you restore the starting state for tiny square on alpha lane 41,RESET,train,vectorbot_train_RESET_polite_40,polite,Executable VectorBot action paraphrase.
qzx small rover lampward blue packet on alpha lane 15,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_gibberish_14,abstain_gibberish,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
paint the robot purple,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_out_of_scope_5,abstain_out_of_scope,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
restore the initial grid setup for small rover on alpha lane 15,RESET,train,vectorbot_train_RESET_paraphrase_14,paraphrase,Executable VectorBot action paraphrase.
send the south cell leftward on alpha lane 32,MOVE_LEFT,train,vectorbot_train_MOVE_LEFT_clean_31,clean,Executable VectorBot action paraphrase.
qzx router point lampward blue packet on alpha lane 39,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_gibberish_38,abstain_gibberish,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
advance the east cell toward the right edge on charlie lane 3,MOVE_RIGHT,test,vectorbot_test_MOVE_RIGHT_paraphrase_2,paraphrase,Executable VectorBot action paraphrase.
zibble the field rover sample 9 through purple syntax on bravo lane 9,ABSTAIN,validation,vectorbot_validation_ABSTAIN_abstain_gibberish_8,abstain_gibberish,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
paint the robot purple on alpha lane 66,ABSTAIN,train,vectorbot_train_ABSTAIN_abstain_out_of_scope_65,abstain_out_of_scope,"Out-of-scope, unsafe, ambiguous, gibberish, or compound command."
advance the route sprite toward the left edge on bravo lane 3,MOVE_LEFT,validation,vectorbot_validation_MOVE_LEFT_paraphrase_2,paraphrase,Executable VectorBot action paraphrase.
set the board back to default for green marker on alpha lane 18,RESET,train,vectorbot_train_RESET_reset_17,reset,Executable VectorBot action paraphrase.
